OBJECTID,OBJORIG,DATEOFCHNG,GEWISSNR,NAMN,LAUFNR,BREITE,KLASSE,LINST,GWLNR,EXS,HOC,UUID,OBJORIG_YE,OBJVAL,slug,latitude,longitude,city,water_name,water,length
"18854",TLM,2016/02/18,"296",Sitter,"0","6","5",CH,CH0002960000,Not applicable,Natural,{15BD3C42-C0D8-4B63-B305-5CB42D8B062F},"2016",Fluss,sitter_stgallen_jennya,47.410242400000001,9.320376000000000,St. Gallen,Sitter,r,"3890"
"14049",TLM,2020/05/13,"95",Le Rhône,"0","1","4",CH,CH0000950000,Not applicable,Natural,{E34212BF-88A0-4C82-8A30-406C99DC0E44},"2020",Seeachse,rocky-plage,46.209736749999998,6.164952370000000,Genève,Lac Léman,l,"673"
"12938",TLM,2020/07/22,"3886",Le Flon,"0","10","10",CH,CH0038860000,Not applicable,Natural,{E511AB22-6D15-4BBE-A35A-594F4D7CA833},"2020",Fluss_U,vidy-ruines,46.516221000000002,6.596279000000000,Lausanne,Lac Léman,l,"1804"
"13645",TLM,2020/07/24,"144",La Fare,"0","8","8",CH,CH0001440000,Not applicable,Natural,{A6373B02-55F2-4AAE-AB29-41F5A5CC7E51},"2020",Fluss,les-glariers,46.176735999999998,7.228925000000000,Riddes,Rhône,r,"1667"
"15500",GN200,2010/09/17,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{2C18CF15-56C6-4E6E-A12E-5F38959B9654},"2010",Fluss,bern-tiergarten,46.933157399999999,7.452004100000000,Bern,Aare,r,"3639"
"19743",GN200,2011/09/16,"2290",Sagentobelbach,"0","9","9",CH,CH0022900000,Not applicable,Natural,{C530CF93-776F-4A4B-9140-5DD95D6A9168},"2011",Fluss,chriesbach_duebendorf_schneidera,47.402919500000003,8.605145800000004,Dübendorf,Chriesbach,r,"1730"
"14952",GN200,2009/05/08,"676",Lorze,"0","6","5",CH,CH0006760000,Not applicable,Natural,{BB78FD84-47EE-4C50-ACE7-D75910509643},"2009",Fluss,zugerseecholler_cham_blarerm,47.178215700000003,8.480012800000004,Zug,Zugersee,l,"491"
"15548",TLM,2015/10/22,"37",Aare,"0","6","4",CH,CH0000370000,Not applicable,Natural,{94BCBBF4-24B3-4537-886C-7FA1B06FEA83},"2015",Fluss,wycheley,46.740369999999999,8.048640000000002,Brienz (BE),Brienzersee,l,"1526"
"15037",TLM,2016/03/16,"3526",Rein da Val Sogn Placi,"0","9","9",CH,CH0035260000,Not applicable,Natural,{2007D478-83FD-43FC-8504-D5F0308429FD},"2016",Fluss,vorderrhein_disentis_schmidn,46.698273899999997,8.857837300000000,Disentis/Mustér,Vorderrhein,r,"687"
"14049",TLM,2020/05/13,"95",Le Rhône,"0","1","4",CH,CH0000950000,Not applicable,Natural,{E34212BF-88A0-4C82-8A30-406C99DC0E44},"2020",Seeachse,baby-plage-geneva,46.208557999999996,6.162923000000000,Genève,Lac Léman,l,"673"
"13358",TLM,2022/08/04,"8887",Le Vivier,"0","9","7",CH,CH0088870000,Not applicable,Natural,{07A5A2D2-F7A7-4380-B2C0-4F57F8BB3DE7},"2022",Fluss,pointe-dareuse,46.946190000000001,6.870970000000000,Boudry,Neuenburgersee,l,"1054"
"13784",GN200,2011/01/04,"3737",Kanal Platz,"0","18","8",CH,CH0037370000,Not applicable,Man-made,{6B477210-0FF3-4EF4-9EA0-3023265C7B05},"2008",Fluss,seemuhlestrasse-strand,47.128639999999997,9.295100000000000,Walenstadt,Walensee,l,"939"
"20079",TLM,2020/07/24,"4135",Illbach,"0","9","9",CH,CH0041350000,Not applicable,Natural,{2741FE76-77E2-4E64-BB81-CE009BF6B7D8},"2020",Fluss,leuk-mattenstrasse,46.314754499999999,7.622520500000000,Leuk,Rhône,r,"845"
"13463",GN200,2007/09/05,"11040",Sembach,"0","9","9",CH,CH0110400000,Not applicable,Natural,{5AAF09BF-75DB-498A-8E61-38142E959109},"2007",Fluss,reuss_hunenberg_eberhardy,47.232975500000002,8.401012100000004,Hünenberg,Reuss,r,"1590"
"15377",TLM,2015/09/17,"331",Seez,"0","6","6",CH,CH0003310000,Not applicable,Natural,{BF9372B0-4BA8-4550-A453-A64BAC7DADF1},"2015",Fluss,seemuhlestrasse-strand,47.128639999999997,9.295100000000000,Walenstadt,Walensee,l,"677"
"11934",GN200,2011/01/05,"5492",Schanzengraben,"0","20","10",CH,CH0054920000,Not applicable,Man-made,{468A8729-37EB-4166-B900-EA314E63984B},"2009",Fluss,sihl_zuerich_scherfs,47.373149499999997,8.532369800000000,Zürich,Sihl,r,"1551"
"16908",TLM,2015/09/21,"277",La Thielle,"0","6","6",CH,CH0002770000,Not applicable,Natural,{5F0E7C4A-0770-4AE7-A5A7-F4B41005329E},"2015",Fluss,nidau-strand,47.127195999999998,7.232613000000000,Nidau,Bielersee,l,"1399"
"16527",TLM,2016/03/22,"294",Limmat,"0","4","4",CH,CH0002940000,Not applicable,Natural,{B542D231-8092-45B0-9705-9581394485F9},"2016",Fluss,limmat_zurich_mortensena_meiera,47.400251500000003,8.485410999999999,Zürich,Limmat,r,"3899"
"15601",GN200,2005/01/01,"37",Aare,"0","6","4",CH,CH0000370000,Not applicable,Natural,{E2AA74CA-4E0B-4AAE-9030-7BFAE2C2EDDF},"2003",Seeachse,hafeli,46.690283399999998,7.898592200000000,Bönigen,Brienzersee,l,"193"
"16223",LK200,2005/01/01,"2524",Flybach,"999","9","9",CH,CH0025240999,Not applicable,Natural,{9EE05CA2-4C30-477B-A626-5B7D1423FC91},"1998",Seeachse,linthdammweg,47.131790000000002,9.091910000000000,Weesen,Linthkanal,r,"598"
"16643",TLM,2016/02/18,"339",Urnäsch,"0","7","7",CH,CH0003390000,Not applicable,Natural,{15A836C6-5D18-464D-990B-E03073F19B0A},"2016",Fluss,sitter_stgallen_jennya,47.410242400000001,9.320376000000000,St. Gallen,Sitter,r,"242"
"18904",TLM,2020/01/28,"8870",St. Alban-Teich,"0","7","8",CH,CH0088700000,Not applicable,Natural,{D6A64CE9-085A-47A9-B029-AD65406DED89},"2019",Fluss,rhein-beach-tinguely,47.558643900000000,7.612153600000000,Basel,Rhein,r,"2270"
"19627",TLM,2020/07/15,"1856",Lammbach,"0","9","9",CH,CH0018560000,Not applicable,Natural,{EE11E0FD-9223-419C-A0B7-E2707EC8EFEB},"2020",Fluss,wycheley,46.740369999999999,8.048640000000002,Brienz (BE),Brienzersee,l,"321"
"16241",TLM,2020/07/14,"100605",Nauenbach,"0","9","8",CH,CH1006050000,Not applicable,Natural,{E64DA2FB-B929-4EC6-8510-8CF24956DFFC},"2020",Fluss,jona_tann_nusslin,47.268427199999998,8.864125100000004,Dürnten,Jona,r,"2509"
"13244",Divers,2020/04/24,"529",La Sorne,"0","7","7",CH,CH0005290000,Not applicable,Natural,{FB35C330-4109-4334-96D2-5FD90573A8D0},"2019",Fluss,sorne_birse_wwfjura,47.370986799999997,7.360909900000000,Delémont,Birs,r,"1487"
"13031",LK200,2005/01/01,"5581",Reidbach,"999","10","10",CH,CH0055810999,Not applicable,Natural,{14C9D015-CCED-4293-88F6-42A132C9E21E},"1998",Seeachse,zuerichsee_waedenswil_colomboc_1,47.219546800000003,8.691961100000000,Richterswil,Zürichsee,l,"2218"
"19057",TLM,2022/05/02,"11062",N_P,"0","20","10",CH,CH0110620000,Not applicable,Man-made,{5F6E985A-DD82-40C9-903D-48E40FEC7B4D},"2022",Fluss,linth_mollis,47.131369999999997,9.094768000000000,Glarus Nord,Linthkanal,r,"877"
"16182",TLM,2020/07/08,"3530",Segnas,"0","9","9",CH,CH0035300000,Not applicable,Natural,{2B9D4D53-0F7C-432F-B9CC-1874BFBF3A8A},"2020",Fluss,vorderrhein_disentis_schmidn,46.698273899999997,8.857837300000000,Disentis/Mustér,Vorderrhein,r,"89"
"15279",GN200,2009/05/07,"335",Steinach,"999","9","9",CH,CH0003350999,Not applicable,Natural,{FCCB1DE8-1073-4CBB-8713-8DE9A5D07E28},"2009",Seeachse,bodensee_steinach_dolder_a,47.506299200000001,9.436171399999999,Steinach,Bodensee,l,"1274"
"19392",TLM,2020/07/14,"583",Alp,"0","9","7",CH,CH0005830000,Not applicable,Natural,{4D0E4C95-C425-4D36-9539-8C5BF2963768},"2020",Fluss,sihlsee_einsiedeln_schilligerllacherl,47.141393800000003,8.760358800000002,Einsiedeln,Sihlsee,l,"1956"
"12606",GN200,2010/09/28,"107",Le Boiron de Nyon,"999","9","9",CH,CH0001070999,Not applicable,Natural,{83B8E5AB-6AB1-4295-991B-72F6A6F08D9D},"2010",Seeachse,tolochenaz,46.497509500000000,6.482874700000000,Tolochenaz,Lac Léman,l,"1755"
"19727",TLM,2020/06/16,"5649",N_P,"0","9","9",CH,CH0056490000,Not applicable,Natural,{491AD471-661E-43C7-80B9-4A923E0197DE},"2020",Fluss,golene-gudo,46.170655300000000,8.946657000000000,Bellinzona,Ticino,r,"4977"
"14220",TLM,2018/03/27,"624",Töss,"0","6","5",CH,CH0006240000,Not applicable,Natural,{51EA1667-4389-4F38-95C4-B4B6938E0D2B},"2018",Fluss,toss_winterthur-2,47.478707300000003,8.708426400000000,Winterthur,Töss,r,"3098"
"18474",GN200,2009/05/06,"3908",Le Tové,"999","10","10",CH,CH0039080999,Not applicable,Natural,{9399AB0B-FBCD-4919-9A7D-A6DB4D67CA96},"2009",Seeachse,grand-clos,46.387746000000000,6.843686000000000,Saint-Gingolph,Lac Léman,l,"827"
"19496",TLM,2020/07/02,"1963",Reusskanal,"0","19","8",CH,CH0019630000,Not applicable,Man-made,{A4214E61-D433-4EF4-99B2-3E3470432B0E},"2020",Fluss,reuss_hunenberg_eberhardy,47.232975500000002,8.401012100000004,Hünenberg,Reuss,r,"1491"
"21043",TLM,2020/07/14,"2302",Dorfbach,"0","10","10",CH,CH0023020000,Not applicable,Natural,{B4600709-B60D-427A-A19A-7C3A0FB86781},"2020",Fluss,greifensee_uster_fischerb_1,47.350127399999998,8.689797199999999,Uster,Greifensee,l,"266"
"14943",TLM,2020/07/02,"676",Lorze,"0","6","5",CH,CH0006760000,Not applicable,Natural,{1F3A10BA-E0C1-4595-9629-49EB5783FF7E},"2020",Fluss,reuss_hunenberg_eberhardy,47.232975500000002,8.401012100000004,Hünenberg,Reuss,r,"1312"
"19001",GN200,2010/09/28,"3884",La Sorge,"0","9","9",CH,CH0038840000,Not applicable,Natural,{743342B2-F280-476E-9485-BF2EFE9D1648},"2010",Fluss,plage-de-dorigny,46.518169000000000,6.583319000000000,Saint-Sulpice (VD),Lac Léman,l,"888"
"18904",TLM,2020/01/28,"8870",St. Alban-Teich,"0","7","8",CH,CH0088700000,Not applicable,Natural,{D6A64CE9-085A-47A9-B029-AD65406DED89},"2019",Fluss,rhein_basel_hungerbuehlern,47.558217599999999,7.610348800000000,Basel,Rhein,r,"2270"
"24278",TLM,2020/05/13,"95",Le Rhône,"0","1","4",CH,CH0000950000,Not applicable,Natural,{364E08C8-FC90-43BC-BC82-F370278269FC},"2020",Fluss,pont-sous-terre,46.202959800000002,6.131576720000000,Genève,Rhône,r,"2984"
"21030",TLM,2020/07/02,"677",Haselbach,"0","8","8",CH,CH0006770000,Not applicable,Natural,{078ACAC2-40A1-43D9-8430-0954639D96A3},"2020",Fluss,reuss_hunenberg_eberhardy,47.232975500000002,8.401012100000004,Hünenberg,Reuss,r,"156"
"16527",TLM,2016/03/22,"294",Limmat,"0","4","4",CH,CH0002940000,Not applicable,Natural,{B542D231-8092-45B0-9705-9581394485F9},"2016",Fluss,limmat_zuerich_jansena,47.400024700000003,8.484684700000004,Zürich,Limmat,r,"4082"
"16701",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{3A36870F-D186-478E-BED3-69E4FD7D1D07},"2001",Seeachse,seemuhlestrasse-strand,47.128639999999997,9.295100000000000,Walenstadt,Walensee,l,"10"
"14378",TLM,2015/09/17,"1166",Chli Aa,"999","9","9",CH,CH0011660999,Not applicable,Natural,{1E230C24-CBAF-4C45-9799-9B2E687A7159},"2015",Seeachse,sempachersee_sempach_tampec,47.128618099999997,8.191873700000000,Sempach,Sempachsee,l,"1823"
"16526",TLM,2016/03/22,"294",Limmat,"0","4","4",CH,CH0002940000,Not applicable,Natural,{9AF11DF9-6F29-4E10-8A22-65D6E396027A},"2016",Fluss,limmat_unterengstringen_oggierbuhrer,47.409400300000001,8.446933400000002,Unterengstringen,Limmat,r,"2865"
"21465",TLM,2020/07/24,"3953",Le Mauvoisin,"0","9","9",CH,CH0039530000,Not applicable,Natural,{27A94166-C49E-44E6-9C3F-0FB75F9334D9},"2020",Fluss,lavey-les-bains,46.205158699999998,7.012722000000000,Lavey-Morcles,Rhône,r,"1406"
"17055",LK200,2008/10/01,"3898",L'Ognona,"999","10","10",CH,CH0038980999,Not applicable,Natural,{0F3F4D76-F7CA-4189-A4B4-F8E052848FCB},"2008",Seeachse,le-port,46.452244999999998,6.855180000000000,La Tour-de-Peilz,Lac Léman,l,"1438"
"14441",TLM,2020/07/17,"226",Düdingerbach,"0","9","9",CH,CH0002260000,Not applicable,Natural,{2D0F3940-FCF3-4B7E-974C-AD2C59FD0FF2},"2020",Fluss,schiffenensee_duedingen_hirschij,46.859151400000002,7.176437400000000,Düdingen,Schiffenensee,l,"1459"
"19609",GN200,2010/09/28,"160",La Mèbre,"0","9","8",CH,CH0001600000,Not applicable,Natural,{1A55C0F2-1664-437F-8DF2-DCF4A79CC16A},"2010",Fluss,tiger-duck-beach,46.518256000000001,6.582546000000000,Saint-Sulpice (VD),Lac Léman,l,"1984"
"21681",TLM,2015/03/10,"53",Maggia,"0","4","5",CH,CH0000530000,Not applicable,Natural,{77166099-4073-4A15-BEFD-A1C3BDF34D6F},"2015",Fluss,route-13,46.162520999999998,8.782579100000000,Locarno,Maggia,r,"2733"
"13178",TLM,2020/05/11,"1164",Rotbach,"0","9","9",CH,CH0011640000,Not applicable,Natural,{581EB1CD-F64A-4D4D-8B59-B4C8C144CBAA},"2020",Fluss,sempachersee_sempach_tampec,47.128618099999997,8.191873700000000,Sempach,Sempachsee,l,"607"
"15264",GN200,2011/01/04,"251",Canal Oriental,"999","8","8",CH,CH0002510999,Not applicable,Natural,{6F1DCE9C-CC58-4FE7-A5E1-7B238B116987},"2003",Seeachse,la-petite-plage,46.785054000000002,6.656877000000000,Yverdon-les-Bains,Neuenburgersee,l,"1035"
"15334",TLM,2020/07/02,"11006",Aach (Arbon),"0","8","8",CH,CH0110060000,Not applicable,Natural,{65984360-A44F-4F3C-9C4C-25F329409335},"2020",Fluss,bodensee_arbon_moslis,47.520888700000000,9.431144000000000,Arbon,Bodensee,l,"581"
"15279",GN200,2009/05/07,"335",Steinach,"999","9","9",CH,CH0003350999,Not applicable,Natural,{FCCB1DE8-1073-4CBB-8713-8DE9A5D07E28},"2009",Seeachse,bodensee_horn_huberm,47.498275700000001,9.456978200000000,Horn,Bodensee,l,"1211"
"15202",TLM,2015/09/15,"577",Sihl,"0","6","6",CH,CH0005770000,Not applicable,Natural,{087DE7C5-A4B5-4591-B0F7-1E80FB90537A},"2015",Fluss,zurichsee_wollishofen_langendorfm,47.345889900000003,8.536154500000000,Zürich,Zürichsee,l,"1155"
"22671",TLM,2015/09/21,"274",La Suze,"0","7","7",CH,CH0002740000,Not applicable,Natural,{B0530D32-CF63-44DB-A978-837B18C292A4},"2015",Fluss,strandboden-biel,47.132510000000003,7.233142000000000,Biel/Bienne,Bielersee,l,"1217"
"13086",LK200,2005/01/01,"4728",Riale Brima,"0","9","9",CH,CH0047280000,Not applicable,Natural,{7E750037-CC22-4006-BDF1-ED66E29AA4F1},"1998",Fluss_U,ascona-traghetto-spiaggia,46.153882000000003,8.768480000000000,Ascona,Lago Maggiore,l,"1527"
"17478",TLM,2015/10/15,"1",Rein Anteriur,"0","7","4",CH,CH0000010000,Not applicable,Natural,{1CE0A5C8-EF7F-4B68-983E-DB66A4AF59E3},"2015",Fluss,vorderrhein_disentis_schmidn,46.698273899999997,8.857837300000000,Disentis/Mustér,Vorderrhein,r,"3025"
"15125",TLM,2015/11/06,"5670",N_P,"0","10","10",CH,CH0056700000,Not applicable,Natural,{D832D5AB-6D70-43BD-AB7A-08C64A26943F},"2015",Fluss,caprino,45.987962699999997,8.986240700000000,Lugano,Lago di Lugano,l,"1428"
"17492",GN200,2011/10/17,"1",Rhein,"0","1","4",CH,CH0000010000,Naviguable and operational,Natural,{EA5FEA7A-BB8E-42BF-87A2-CEC7ECB3DF0E},"2011",Fluss,rhein-beach-tinguely,47.558643900000000,7.612153600000000,Basel,Rhein,r,"4309"
"17762",GN200,2006/11/15,"535",Sundgraben,"999","9","9",CH,CH0005350999,Not applicable,Natural,{428DC669-444D-4783-922A-0CB3C3B0282F},"2006",Seeachse,sundbach-strand,46.684386000000003,7.794768000000000,Beatenberg,Thunersee,l,"11"
"15241",TLM,2020/07/16,"1423",Sulgenbach,"0","10","10",CH,CH0014230000,Not applicable,Natural,{B1F2660E-1311-43CD-8692-3D0FE0085920},"2020",Fluss_U,aare_koniz_hoppej,46.934588499999997,7.458170300000000,Köniz,Aare,r,"489"
"15547",GN200,2010/09/10,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{8C4521D0-0E59-4814-96B3-C996A81FCEEF},"2010",Fluss,thun-strandbad,46.739939000000000,7.633520000000000,Thun,Thunersee,l,"649"
"17828",Divers,2012/01/18,"3010",Lago Maggiore,"0","6","4",CH,CH0030100000,Not applicable,Natural,{6EAE6123-DC08-47D4-8F7E-0EAADC691E8F},"2011",Seeachse,magadino-lido,46.149348600000003,8.855662799999999,Gambarogno,Lago Maggiore,l,"21"
"24786",TLM,2020/05/19,"1473",Chrutbach,"0","10","10",CH,CH0014730000,Not applicable,Natural,{B08738DB-0808-45E4-B2F9-DE446963402C},"2020",Fluss,sundbach-strand,46.684386000000003,7.794768000000000,Beatenberg,Thunersee,l,"388"
"12058",TLM,2020/07/15,"1477",Lombach,"0","7","7",CH,CH0014770000,Not applicable,Natural,{C8CABFF8-1A16-4DAA-A56B-F49BA86F36F2},"2020",Fluss,weissenau-neuhaus,46.676583000000001,7.817528000000000,Unterseen,Thunersee,l,"1556"
"15171",TLM,2020/06/22,"4640",N_P,"0","9","9",CH,CH0046400000,Not applicable,Natural,{6A97C327-1485-43C4-96F5-C286D5AAF7E7},"2020",Fluss,san-nazzaro-gambarogno,46.130443000000000,8.798657000000000,Gambarogno,Lago Maggiore,l,"1643"
"17055",LK200,2008/10/01,"3898",L'Ognona,"999","10","10",CH,CH0038980999,Not applicable,Natural,{0F3F4D76-F7CA-4189-A4B4-F8E052848FCB},"2008",Seeachse,anarchy-beach,46.447215999999997,6.859612000000000,La Tour-de-Peilz,Lac Léman,l,"565"
"20038",TLM,2015/11/17,"1411",Canal de la Thielle,"0","15","5",CH,CH0014110000,Not applicable,Man-made,{9B5EFF0D-8855-4252-B672-44E14DA6CD17},"2015",Fluss,camp-des-peches,47.052812000000003,7.074053000000000,Le Landeron,Bielersee,l,"1451"
"13799",TLM,2020/07/02,"2025",Chatzenbach,"0","9","9",CH,CH0020250000,Not applicable,Natural,{14DE93B9-35A3-47E4-9A68-107472D2CDAD},"2020",Fluss,katzensee_regensdorfzuerichaffoltern_stueberj,47.431128100000002,8.492924300000000,Zürich,Katzensee,l,"551"
"20520",TLM,2019/06/27,"56",Ticino,"0","3","4",CH,CH0000560000,Not applicable,Natural,{EB0D0475-49AA-419D-96F1-D912FF921FB1},"2019",Fluss,via-mirasole-spiaggia,46.199530000000003,9.014930000000000,Bellinzona,Ticino,r,"2941"
"12212",LK200,2005/01/01,"2049",Wildbach,"0","9","9",CH,CH0020490000,Not applicable,Natural,{F876BEE4-EA7C-4510-BF65-7882FE5234C4},"1998",Fluss,berlingen-swisslitterreport,47.672431199999998,9.011055300000001,Berlingen,Untersee,l,"1285"
"13784",GN200,2011/01/04,"3737",Kanal Platz,"0","18","8",CH,CH0037370000,Not applicable,Man-made,{6B477210-0FF3-4EF4-9EA0-3023265C7B05},"2008",Fluss,seez,47.119830000000000,9.300250999999999,Walenstadt,Seez,r,"1704"
"12214",TLM,2020/04/23,"2320",Wissenbach,"0","9","9",CH,CH0023200000,Not applicable,Natural,{C60477FD-E22A-4D32-B2CB-7D8B8998B90D},"2020",Fluss,toss_bauma_kurthe,47.370175699999997,8.867824900000000,Bauma,Töss,r,"1664"
"15350",GN200,2010/11/10,"261",Ruisseau de Vaux,"999","9","9",CH,CH0002610999,Not applicable,Natural,{94E27EA5-F377-4410-A159-192F0FDA882F},"2010",Seeachse,erlach-camping-strand,47.047159000000001,7.097854000000000,Erlach,Bielersee,l,"10"
"20738",GN200,2010/10/12,"306",Goldach,"0","8","8",CH,CH0003060000,Not applicable,Natural,{B7624012-8EE2-4013-8F05-8B199667F5BF},"2010",Fluss,goldach_goldach_schlachterj,47.473911100000002,9.459309400000000,Goldach,Goldach,r,"3074"
"19057",TLM,2022/05/02,"11062",N_P,"0","20","10",CH,CH0110620000,Not applicable,Man-made,{5F6E985A-DD82-40C9-903D-48E40FEC7B4D},"2022",Fluss,linth_route9brucke,47.125729999999997,9.117340000000000,Glarus Nord,Escherkanal,r,"877"
"15500",GN200,2010/09/17,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{2C18CF15-56C6-4E6E-A12E-5F38959B9654},"2010",Fluss,aare_koniz_hoppej,46.934588499999997,7.458170300000000,Köniz,Aare,r,"4427"
"16223",LK200,2005/01/01,"2524",Flybach,"999","9","9",CH,CH0025240999,Not applicable,Natural,{9EE05CA2-4C30-477B-A626-5B7D1423FC91},"1998",Seeachse,seeflechsen,47.130222900000000,9.103399599999999,Glarus Nord,Walensee,l,"1103"
"11934",GN200,2011/01/05,"5492",Schanzengraben,"0","20","10",CH,CH0054920000,Not applicable,Man-made,{468A8729-37EB-4166-B900-EA314E63984B},"2009",Fluss,zuerichsee_zurich_kullg,47.353957299999998,8.550474299999999,Zürich,Zürichsee,l,"211"
"11898",LK200,2005/01/01,"4725",Riale Ramnosa,"999","10","10",CH,CH0047250999,Not applicable,Natural,{C8ABF2EB-8AC7-4DF5-9FA7-6579F9211BBF},"1998",Seeachse,rivapiana,46.172078999999997,8.813255000000000,Minusio,Lago Maggiore,l,"1587"
"12845",TLM,2015/09/14,"5570",Krebsbach,"0","9","9",CH,CH0055700000,Not applicable,Natural,{55624A53-6048-4AAC-BB87-BA2D80564C9A},"2015",Fluss,thur_schwarzenbach_meiliw,47.446786600000003,9.063815600000000,Wil (SG),Thur,r,"103"
"15441",GN200,2007/09/04,"11105",Reppisch,"0","7","7",CH,CH0111050000,Not applicable,Natural,{B4FE02BB-A7B9-409E-884F-B9BD21552773},"2007",Fluss,limmat_dietikon_keiserp,47.407989100000002,8.409539799999999,Dietikon,Limmat,r,"2135"
"19661",TLM,2020/07/16,"1400",Aegelseegraben,"0","10","10",CH,CH0014000000,Not applicable,Natural,{E1AC11F8-7428-402C-83E8-E66C3E642409},"2020",Fluss,mannewil,46.996381999999997,7.239024000000000,Kallnach,Aare,r,"251"
"22671",TLM,2015/09/21,"274",La Suze,"0","7","7",CH,CH0002740000,Not applicable,Natural,{B0530D32-CF63-44DB-A978-837B18C292A4},"2015",Fluss,schusspark-strand,47.146500000000003,7.268620000000000,Biel/Bienne,Schüss,r,"2873"
"15350",GN200,2010/11/10,"261",Ruisseau de Vaux,"999","9","9",CH,CH0002610999,Not applicable,Natural,{94E27EA5-F377-4410-A159-192F0FDA882F},"2010",Seeachse,camp-des-peches,47.052812000000003,7.074053000000000,Le Landeron,Bielersee,l,"397"
"16223",LK200,2005/01/01,"2524",Flybach,"999","9","9",CH,CH0025240999,Not applicable,Natural,{9EE05CA2-4C30-477B-A626-5B7D1423FC91},"1998",Seeachse,linth_route9brucke,47.125729999999997,9.117340000000000,Glarus Nord,Escherkanal,r,"95"
"12567",TLM,2020/06/17,"4642",N_P,"0","9","9",CH,CH0046420000,Not applicable,Natural,{DCED2632-6576-47A4-BFDD-A86F1C831E72},"2020",Fluss,magadino-lido,46.149348600000003,8.855662799999999,Gambarogno,Lago Maggiore,l,"2585"
"13541",TLM,2021/07/13,"44",En,"1","9","4",CH,CH0000440001,Not applicable,Natural,{C935AEAC-7D60-4481-B63F-57A52E509B6D},"2021",Fluss,inn_pradella_kohlt,46.800876000000002,10.319993999999999,Scuol,Inn,r,"3086"
"19857",TLM,2020/07/01,"647",Tobelbach,"0","9","9",CH,CH0006470000,Not applicable,Natural,{9D2E128A-CF24-413D-A053-38772D7B03B6},"2020",Fluss,toss_kollbrunn_burgid,47.454569800000002,8.779680000000004,Zell (ZH),Töss,r,"73"
"19913",TLM,2015/09/21,"443",Birs,"0","5","5",CH,CH0004430000,Not applicable,Natural,{79943F0F-8C1F-4633-84A8-4655D2C5B603},"2015",Fluss,rhein-beach-tinguely,47.558643900000000,7.612153600000000,Basel,Rhein,r,"1959"
"20838",GN200,2008/12/04,"2420",Linthkanal,"0","15","5",CH,CH0024200000,Not applicable,Man-made,{A38D863B-7639-4B33-BF10-2AB41EC2D20B},"2008",Fluss,flibach-river-right-bank,47.133741999999998,9.105461000000000,Weesen,Walensee,l,"1146"
"13236",GN200,2010/09/21,"1275",Strackbach,"0","9","9",CH,CH0012750000,Not applicable,Natural,{D6AC1E7D-13B4-4B47-A488-8A3B2615B675},"2010",Fluss,emme_utzenstorf_gruttert,47.123696000000002,7.539627000000000,Utzenstorf,Emme,r,"3124"
"16179",TLM,2020/07/16,"515",Grütbach,"0","9","7",CH,CH0005150000,Not applicable,Natural,{A9B7D034-7AD7-4DB4-B872-3B3ACCD208F2},"2020",Fluss,spackmatt,47.223748999999998,7.576711000000000,Luterbach,Aare,r,"1821"
"15478",TLM,2015/09/21,"37",Aare,"0","14","4",CH,CH0000370000,Naviguable and operational,Man-made,{EECD64B5-AD0A-4507-BFE7-015F251569B7},"2015",Fluss,aare-port,47.116169999999997,7.269550000000000,Port,Nidau-Büren-Kanal,r,"2747"
"12282",TLM,2020/05/19,"535",N_P,"0","9","9",CH,CH0005350000,Not applicable,Natural,{3EAD8ECD-5C45-446A-8BDF-AD7C50701677},"2020",Fluss,sundbach-strand,46.684386000000003,7.794768000000000,Beatenberg,Thunersee,l,"2909"
"15824",LK200,2005/01/01,"558",Rein d'Acletta,"0","8","8",CH,CH0005580000,Not applicable,Natural,{7A2DBC5C-8A92-4C01-9BAB-05A17F1DCC52},"1998",Fluss,vorderrhein_disentis_schmidn,46.698273899999997,8.857837300000000,Disentis/Mustér,Vorderrhein,r,"2084"
"13615",GN200,2011/01/04,"4782",Zürichsee,"0","10","10",CH,CH0047820000,Not applicable,Natural,{6F26297C-8375-4351-B1E8-C8D1BCFADD72},"2009",Seeachse,zurcher-strand,47.364199999999997,8.537419999999999,Zürich,Zürichsee,l,"528"
"15500",GN200,2010/09/17,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{2C18CF15-56C6-4E6E-A12E-5F38959B9654},"2010",Fluss,aare_bern_caveltin,46.923578800000001,7.473319100000000,Muri bei Bern,Aare,r,"3739"
"12039",TLM,2020/04/27,"561",Alt Linth,"0","17","7",CH,CH0005610000,Not applicable,Man-made,{5E4F73BC-5057-4250-B851-F3A2B98F05FD},"2020",Fluss,aabach,47.220989000000003,8.940365000000000,Schmerikon,Zürichsee,l,"1023"
"19609",GN200,2010/09/28,"160",La Mèbre,"0","9","8",CH,CH0001600000,Not applicable,Natural,{1A55C0F2-1664-437F-8DF2-DCF4A79CC16A},"2010",Fluss,parc-des-pierrettes,46.515214999999998,6.575531000000000,Saint-Sulpice (VD),Lac Léman,l,"1753"
